rel_path,bytes,chunks,embed_ms,status
metadata/src/main/java/org/apache/kafka/image/ClientQuotaImage.java,3978,1,47,ok
metadata/src/main/java/org/apache/kafka/image/ClientQuotasDelta.java,3621,1,38,ok
metadata/src/main/java/org/apache/kafka/image/ClientQuotasImage.java,8469,2,88,ok
metadata/src/main/java/org/apache/kafka/image/ClusterDelta.java,8793,2,91,ok
metadata/src/main/java/org/apache/kafka/image/ClusterImage.java,3610,1,40,ok
metadata/src/main/java/org/apache/kafka/image/ConfigurationDelta.java,2963,1,37,ok
metadata/src/main/java/org/apache/kafka/image/ConfigurationImage.java,2953,1,35,ok
metadata/src/main/java/org/apache/kafka/image/ConfigurationsDelta.java,4373,1,46,ok
metadata/src/main/java/org/apache/kafka/image/ConfigurationsImage.java,3429,1,38,ok
metadata/src/main/java/org/apache/kafka/image/DelegationTokenDelta.java,3864,1,46,ok
metadata/src/main/java/org/apache/kafka/image/DelegationTokenImage.java,3048,1,36,ok
metadata/src/main/java/org/apache/kafka/image/FeaturesDelta.java,4743,1,56,ok
metadata/src/main/java/org/apache/kafka/image/FeaturesImage.java,4575,1,53,ok
metadata/src/main/java/org/apache/kafka/image/LocalReplicaChanges.java,4096,1,45,ok
metadata/src/main/java/org/apache/kafka/image/MetadataDelta.java,16151,3,144,ok
metadata/src/main/java/org/apache/kafka/image/MetadataImage.java,5735,1,63,ok
metadata/src/main/java/org/apache/kafka/image/MetadataProvenance.java,3552,1,35,ok
metadata/src/main/java/org/apache/kafka/image/MetadataVersionChange.java,2318,1,27,ok
metadata/src/main/java/org/apache/kafka/image/MetadataVersionChangeException.java,1385,1,20,ok
metadata/src/main/java/org/apache/kafka/image/ProducerIdsDelta.java,1831,1,22,ok
metadata/src/main/java/org/apache/kafka/image/ProducerIdsImage.java,2469,1,29,ok
metadata/src/main/java/org/apache/kafka/image/ScramDelta.java,4516,1,47,ok
metadata/src/main/java/org/apache/kafka/image/ScramImage.java,7075,2,74,ok
metadata/src/main/java/org/apache/kafka/image/TopicDelta.java,9994,2,111,ok
metadata/src/main/java/org/apache/kafka/image/TopicImage.java,2834,1,35,ok
metadata/src/main/java/org/apache/kafka/image/TopicsDelta.java,10546,2,115,ok
metadata/src/main/java/org/apache/kafka/image/TopicsImage.java,4010,1,47,ok
metadata/src/main/java/org/apache/kafka/image/loader/LoaderManifest.java,1211,1,20,ok
metadata/src/main/java/org/apache/kafka/image/loader/LoaderManifestType.java,971,1,18,ok
metadata/src/main/java/org/apache/kafka/image/loader/LogDeltaManifest.java,5385,1,54,ok
metadata/src/main/java/org/apache/kafka/image/loader/MetadataBatchLoader.java,12753,3,119,ok
metadata/src/main/java/org/apache/kafka/image/loader/MetadataLoader.java,23902,5,234,ok
metadata/src/main/java/org/apache/kafka/image/loader/SnapshotManifest.java,2330,1,30,ok
metadata/src/main/java/org/apache/kafka/image/loader/metrics/MetadataLoaderMetrics.java,5959,1,62,ok
metadata/src/main/java/org/apache/kafka/image/node/AclsImageByIdNode.java,1947,1,27,ok
metadata/src/main/java/org/apache/kafka/image/node/AclsImageNode.java,1592,1,22,ok
metadata/src/main/java/org/apache/kafka/image/node/ClientQuotaImageNode.java,1479,1,21,ok
metadata/src/main/java/org/apache/kafka/image/node/ClientQuotasImageNode.java,5646,1,72,ok
metadata/src/main/java/org/apache/kafka/image/node/ClusterImageBrokersNode.java,2005,1,25,ok
metadata/src/main/java/org/apache/kafka/image/node/ClusterImageControllersNode.java,2033,1,25,ok
metadata/src/main/java/org/apache/kafka/image/node/ClusterImageNode.java,1775,1,23,ok
metadata/src/main/java/org/apache/kafka/image/node/ConfigurationImageNode.java,2034,1,26,ok
metadata/src/main/java/org/apache/kafka/image/node/ConfigurationsImageNode.java,2836,1,34,ok
metadata/src/main/java/org/apache/kafka/image/node/DelegationTokenDataNode.java,3273,1,43,ok
metadata/src/main/java/org/apache/kafka/image/node/DelegationTokenImageNode.java,1670,1,22,ok
metadata/src/main/java/org/apache/kafka/image/node/FeaturesImageNode.java,2562,1,32,ok
metadata/src/main/java/org/apache/kafka/image/node/MetadataImageNode.java,2882,1,35,ok
metadata/src/main/java/org/apache/kafka/image/node/MetadataLeafNode.java,1261,1,17,ok
metadata/src/main/java/org/apache/kafka/image/node/MetadataNode.java,2184,1,28,ok
metadata/src/main/java/org/apache/kafka/image/node/ProducerIdsImageNode.java,1651,1,22,ok
metadata/src/main/java/org/apache/kafka/image/node/ProvenanceNode.java,1946,1,25,ok
metadata/src/main/java/org/apache/kafka/image/node/ScramCredentialDataNode.java,2477,1,34,ok
metadata/src/main/java/org/apache/kafka/image/node/ScramImageNode.java,2157,1,26,ok
metadata/src/main/java/org/apache/kafka/image/node/ScramMechanismNode.java,1570,1,21,ok
metadata/src/main/java/org/apache/kafka/image/node/TopicImageNode.java,2238,1,28,ok
metadata/src/main/java/org/apache/kafka/image/node/TopicsImageByIdNode.java,1953,1,25,ok
metadata/src/main/java/org/apache/kafka/image/node/TopicsImageByNameNode.java,1614,1,21,ok
metadata/src/main/java/org/apache/kafka/image/node/TopicsImageNode.java,1738,1,22,ok
metadata/src/main/java/org/apache/kafka/image/node/printer/MetadataNodePrinter.java,1447,1,21,ok
metadata/src/main/java/org/apache/kafka/image/node/printer/MetadataNodeRedactionCriteria.java,3117,1,31,ok
metadata/src/main/java/org/apache/kafka/image/node/printer/NodeStringifier.java,2138,1,26,ok
metadata/src/main/java/org/apache/kafka/image/publisher/BrokerRegistrationTracker.java,5622,1,63,ok
metadata/src/main/java/org/apache/kafka/image/publisher/ControllerRegistrationsPublisher.java,2957,1,33,ok
metadata/src/main/java/org/apache/kafka/image/publisher/MetadataPublisher.java,2740,1,33,ok
metadata/src/main/java/org/apache/kafka/image/publisher/SnapshotEmitter.java,5819,1,66,ok
metadata/src/main/java/org/apache/kafka/image/publisher/SnapshotGenerator.java,10331,2,107,ok
metadata/src/main/java/org/apache/kafka/image/publisher/metrics/SnapshotEmitterMetrics.java,3775,1,42,ok
metadata/src/main/java/org/apache/kafka/image/writer/ImageReWriter.java,2025,1,27,ok
metadata/src/main/java/org/apache/kafka/image/writer/ImageWriter.java,2348,1,28,ok
metadata/src/main/java/org/apache/kafka/image/writer/ImageWriterClosedException.java,1087,1,17,ok
metadata/src/main/java/org/apache/kafka/image/writer/ImageWriterOptions.java,3482,1,29,ok
metadata/src/main/java/org/apache/kafka/image/writer/RaftSnapshotWriter.java,2552,1,29,ok
metadata/src/main/java/org/apache/kafka/image/writer/RecordListWriter.java,1600,1,21,ok
metadata/src/main/java/org/apache/kafka/image/writer/UnwritableMetadataException.java,1673,1,21,ok
metadata/src/main/java/org/apache/kafka/metadata/BrokerHeartbeatReply.java,2969,1,30,ok
metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistration.java,14177,3,135,ok
metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistrationFencingChange.java,1882,1,25,ok
metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistrationInControlledShutdownChange.java,2116,1,27,ok
metadata/src/main/java/org/apache/kafka/metadata/BrokerRegistrationReply.java,1506,1,24,ok
metadata/src/main/java/org/apache/kafka/metadata/BrokerState.java,2740,1,36,ok
metadata/src/main/java/org/apache/kafka/metadata/ControllerRegistration.java,8836,2,86,ok
metadata/src/main/java/org/apache/kafka/metadata/DelegationTokenData.java,3524,1,38,ok
metadata/src/main/java/org/apache/kafka/metadata/FinalizedControllerFeatures.java,2396,1,28,ok
metadata/src/main/java/org/apache/kafka/metadata/KafkaConfigSchema.java,13180,3,142,ok
metadata/src/main/java/org/apache/kafka/metadata/LeaderAndIsr.java,6292,2,62,ok
metadata/src/main/java/org/apache/kafka/metadata/LeaderConstants.java,1197,1,19,ok
metadata/src/main/java/org/apache/kafka/metadata/LeaderRecoveryState.java,2306,1,28,ok
metadata/src/main/java/org/apache/kafka/metadata/ListenerInfo.java,17010,3,172,ok
metadata/src/main/java/org/apache/kafka/metadata/MetadataRecordSerde.java,1319,1,20,ok
metadata/src/main/java/org/apache/kafka/metadata/OptionalStringComparator.java,1409,1,20,ok
metadata/src/main/java/org/apache/kafka/metadata/PartitionRegistration.java,20042,4,223,ok
metadata/src/main/java/org/apache/kafka/metadata/Replicas.java,7729,2,92,ok
